heat_id,pipe_id,specimen,grade,melting_practice,rolling_practice,slab_thickness_in,od_in,gauge_in,ca_ppm,s_ppm,exit_temp_c,coiling_temp_c,test_temp_c,orientation,specimen_size,location,charpy_j
"H-031","H-031-P05","2","X65","MP-04","RP-01","8","8.625","0.331","29","18","789","593","-5","Transverse","Full-size","Base metal","183"
"H-031","H-031-P05","3","X65","MP-04","RP-01","8","8.625","0.331","29","18","789","593","-5","Transverse","Full-size","Base metal","171"
"H-031","H-031-P06","1","X65","MP-04","RP-02","8","10.75","0.323","29","18","796","548","-5","Transverse","Full-size","Base metal","173"
"H-031","H-031-P06","2","X65","MP-04","RP-02","8","10.75","0.323","29","18","796","548","-5","Transverse","Full-size","Base metal","175"
"H-031","H-031-P06","3","X65","MP-04","RP-02","8","10.75","0.323","29","18","796","548","-5","Transverse","Full-size","Base metal","178"
"H-031","H-031-P07","1","X65","MP-04","RP-03","8","12.75","0.3","29","18","803","559","-5","Transverse","Full-size","Base metal","168"
"H-031","H-031-P07","2","X65","MP-04","RP-03","8","12.75","0.3","29","18","803","559","-5","Transverse","Full-size","Base metal","170"
"H-031","H-031-P07","3","X65","MP-04","RP-03","8","12.75","0.3","29","18","803","559","-5","Transverse","Full-size","Base metal","172"
"H-032","H-032-P01","1","X65","MP-01","RP-01","8","8.625","0.323","36","23","831","556","-5","Transverse","Full-size","Base metal","134"
"H-032","H-032-P01","2","X65","MP-01","RP-01","8","8.625","0.323","36","23","831","556","-5","Transverse","Full-size","Base metal","137"
"H-032","H-032-P01","3","X65","MP-01","RP-01","8","8.625","0.323","36","23","831","556","-5","Transverse","Full-size","Base metal","139"
"H-032","H-032-P02","1","X65","MP-01","RP-02","8","10.75","0.3","36","23","838","567","-5","Transverse","Full-size","Base metal","141"
"H-032","H-032-P02","2","X65","MP-01","RP-02","8","10.75","0.3","36","23","838","567","-5","Transverse","Full-size","Base metal","143"
"H-032","H-032-P02","3","X65","MP-01","RP-02","8","10.75","0.3","36","23","838","567","-5","Transverse","Full-size","Base metal","145"
"H-032","H-032-P03","1","X65","MP-01","RP-03","8","12.75","0.331","36","23","784","578","-5","Transverse","Full-size","Base metal","158"
"H-032","H-032-P03","2","X65","MP-01","RP-03","8","12.75","0.331","36","23","784","578","-5","Transverse","Full-size","Base metal","160"
"H-032","H-032-P03","3","X65","MP-01","RP-03","8","12.75","0.331","36","23","784","578","-5","Transverse","Full-size","Base metal","149"
"H-032","H-032-P04","1","X65","MP-01","RP-01","8","8.625","0.323","36","23","791","589","-5","Transverse","Full-size","Base metal","139"
"H-032","H-032-P04","2","X65","MP-01","RP-01","8","8.625","0.323","36","23","791","589","-5","Transverse","Full-size","Base metal","141"
"H-032","H-032-P04","3","X65","MP-01","RP-01","8","8.625","0.323","36","23","791","589","-5","Transverse","Full-size","Base metal","144"
"H-032","H-032-P05","1","X65","MP-01","RP-02","8","10.75","0.3","36","23","798","600","-5","Transverse","Full-size","Base metal","145"
"H-032","H-032-P05","2","X65","MP-01","RP-02","8","10.75","0.3","36","23","798","600","-5","Transverse","Full-size","Base metal","148"
"H-032","H-032-P05","3","X65","MP-01","RP-02","8","10.75","0.3","36","23","798","600","-5","Transverse","Full-size","Base metal","150"
"H-032","H-032-P06","1","X65","MP-01","RP-03","8","12.75","0.331","36","23","805","555","-5","Transverse","Full-size","Base metal","152"
"H-032","H-032-P06","2","X65","MP-01","RP-03","8","12.75","0.331","36","23","805","555","-5","Transverse","Full-size","Base metal","154"
"H-032","H-032-P06","3","X65","MP-01","RP-03","8","12.75","0.331","36","23","805","555","-5","Transverse","Full-size","Base metal","143"
"H-033","H-033-P01","1","X65","MP-02","RP-02","10","10.75","0.331","18","10","840","563","-5","Transverse","Full-size","Base metal","177"
"H-033","H-033-P01","2","X65","MP-02","RP-02","10","10.75","0.331","18","10","840","563","-5","Transverse","Full-size","Base metal","165"
"H-033","H-033-P01","3","X65","MP-02","RP-02","10","10.75","0.331","18","10","840","563","-5","Transverse","Full-size","Base metal","168"
"H-033","H-033-P02","1","X65","MP-02","RP-03","10","12.75","0.323","18","10","786","574","-5","Transverse","Full-size","Base metal","180"
"H-033","H-033-P02","2","X65","MP-02","RP-03","10","12.75","0.323","18","10","786","574","-5","Transverse","Full-size","Base metal","183"
"H-033","H-033-P02","3","X65","MP-02","RP-03","10","12.75","0.323","18","10","786","574","-5","Transverse","Full-size","Base metal","185"
"H-033","H-033-P03","1","X65","MP-02","RP-01","10","8.625","0.3","18","10","793","585","-5","Transverse","Full-size","Base metal","187"
"H-033","H-033-P03","2","X65","MP-02","RP-01","10","8.625","0.3","18","10","793","585","-5","Transverse","Full-size","Base metal","189"
"H-033","H-033-P03","3","X65","MP-02","RP-01","10","8.625","0.3","18","10","793","585","-5","Transverse","Full-size","Base metal","191"
"H-033","H-033-P04","1","X65","MP-02","RP-02","10","10.75","0.331","18","10","800","596","-5","Transverse","Full-size","Base metal","181"
"H-033","H-033-P04","2","X65","MP-02","RP-02","10","10.75","0.331","18","10","800","596","-5","Transverse","Full-size","Base metal","184"
"H-033","H-033-P04","3","X65","MP-02","RP-02","10","10.75","0.331","18","10","800","596","-5","Transverse","Full-size","Base metal","172"
"H-033","H-033-P05","1","X65","MP-02","RP-03","10","12.75","0.323","18","10","807","551","-5","Transverse","Full-size","Base metal","174"
"H-033","H-033-P05","2","X65","MP-02","RP-03","10","12.75","0.323","18","10","807","551","-5","Transverse","Full-size","Base metal","176"
"H-033","H-033-P05","3","X65","MP-02","RP-03","10","12.75","0.323","18","10","807","551","-5","Transverse","Full-size","Base metal","179"
"H-034","H-034-P01","1","X65","MP-03","RP-03","8","12.75","0.3","25","15","788","570","-5","Transverse","Full-size","Base metal","180"
"H-034","H-034-P01","2","X65","MP-03","RP-03","8","12.75","0.3","25","15","788","570","-5","Transverse","Full-size","Base metal","183"
"H-034","H-034-P01","3","X65","MP-03","RP-03","8","12.75","0.3","25","15","788","570","-5","Transverse","Full-size","Base metal","185"
"H-034","H-034-P02","1","X65","MP-03","RP-01","8","8.625","0.331","25","15","795","581","-5","Transverse","Full-size","Base metal","186"
"H-034","H-034-P02","2","X65","MP-03","RP-01","8","8.625","0.331","25","15","795","581","-5","Transverse","Full-size","Base metal","189"
"H-034","H-034-P02","3","X65","MP-03","RP-01","8","8.625","0.331","25","15","795","581","-5","Transverse","Full-size","Base metal","178"
"H-034","H-034-P03","1","X65","MP-03","RP-02","8","10.75","0.323","25","15","802","592","-5","Transverse","Full-size","Base metal","179"
"H-034","H-034-P03","2","X65","MP-03","RP-02","8","10.75","0.323","25","15","802","592","-5","Transverse","Full-size","Base metal","182"
"H-034","H-034-P03","3","X65","MP-03","RP-02","8","10.75","0.323","25","15","802","592","-5","Transverse","Full-size","Base metal","184"
"H-034","H-034-P04","1","X65","MP-03","RP-03","8","12.75","0.3","25","15","809","547","-5","Transverse","Full-size","Base metal","174"
"H-034","H-034-P04","2","X65","MP-03","RP-03","8","12.75","0.3","25","15","809","547","-5","Transverse","Full-size","Base metal","176"
"H-034","H-034-P04","3","X65","MP-03","RP-03","8","12.75","0.3","25","15","809","547","-5","Transverse","Full-size","Base metal","179"
"H-035","H-035-P01","1","X65","MP-04","RP-01","8","8.625","0.323","32","20","797","577","-5","Transverse","Full-size","Base metal","145"
"H-035","H-035-P01","2","X65","MP-04","RP-01","8","8.625","0.323","32","20","797","577","-5","Transverse","Full-size","Base metal","148"
"H-035","H-035-P01","3","X65","MP-04","RP-01","8","8.625","0.323","32","20","797","577","-5","Transverse","Full-size","Base metal","150"
"H-035","H-035-P02","1","X65","MP-04","RP-02","8","10.75","0.3","32","20","804","588","-5","Transverse","Full-size","Base metal","151"
"H-035","H-035-P02","2","X65","MP-04","RP-02","8","10.75","0.3","32","20","804","588","-5","Transverse","Full-size","Base metal","154"
"H-035","H-035-P02","3","X65","MP-04","RP-02","8","10.75","0.3","32","20","804","588","-5","Transverse","Full-size","Base metal","156"
"H-035","H-035-P03","1","X65","MP-04","RP-03","8","12.75","0.331","32","20","811","599","-5","Transverse","Full-size","Base metal","158"
"H-035","H-035-P03","2","X65","MP-04","RP-03","8","12.75","0.331","32","20","811","599","-5","Transverse","Full-size","Base metal","160"
"H-035","H-035-P03","3","X65","MP-04","RP-03","8","12.75","0.331","32","20","811","599","-5","Transverse","Full-size","Base metal","149"
"H-036","H-036-P01","1","X65","MP-01","RP-02","10","10.75","0.331","14","7","806","584","-5","Transverse","Full-size","Base metal","215"
"H-036","H-036-P01","2","X65","MP-01","RP-02","10","10.75","0.331","14","7","806","584","-5","Transverse","Full-size","Base metal","217"
"H-036","H-036-P01","3","X65","MP-01","RP-02","10","10.75","0.331","14","7","806","584","-5","Transverse","Full-size","Base metal","206"
"H-036","H-036-P02","1","X65","MP-01","RP-03","10","12.75","0.323","14","7","813","595","-5","Transverse","Full-size","Base metal","208"
"H-036","H-036-P02","2","X65","MP-01","RP-03","10","12.75","0.323","14","7","813","595","-5","Transverse","Full-size","Base metal","210"
"H-036","H-036-P02","3","X65","MP-01","RP-03","10","12.75","0.323","14","7","813","595","-5","Transverse","Full-size","Base metal","213"
